Date of Launch,Geographic Coordinate,COSPAR Number,NORAD Number,Current Official Name of Satellite,Launch Site,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Launch Vehicle,Expected Lifetime (yrs.),Contractor,Country of Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Comments,Unnamed: 27,Source Used for Orbital Data,lat,lon,date,weathercode,temperature_2m_mean,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,cloudcover_mean,relative_humidity_2m_mean,weather_summary,Launch Year,year
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AJ,52565,Starlink-3911 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051W,52553,Starlink-3858 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051BD,52587,Starlink-3867 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051Q,52547,Starlink-3869 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051U,52551,Starlink-3969 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051BB,52585,Starlink-3906 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AQ,52574,Starlink-3901 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AV,52579,Starlink-3893 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AZ,52583,Starlink-3895 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AY,52582,Starlink-3886 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051E,52537,Starlink-3897 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AV,52641,Starlink-3991 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052G,52604,Starlink-4013 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052U,52616,Starlink-4015 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052F,52603,Starlink-4016 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052A,52598,Starlink-4019 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052B,52599,Starlink-4024 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052E,52602,Starlink-4012 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052C,52600,Starlink-4026 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052D,52601,Starlink-4027 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AU,52640,Starlink-3977 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052Y,52620,Starlink-3975 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AN,52634,Starlink-3974 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AZ,52645,Starlink-3973 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AH,52629,Starlink-4022 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052T,52615,Starlink-4011 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052L,52608,Starlink-3979 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052P,52611,Starlink-3980 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AF,52627,Starlink-3992 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AJ,52630,Starlink-3989 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AY,52644,Starlink-3985 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AM,52633,Starlink-3994 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AW,52642,Starlink-3971 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AB,52623,Starlink-3986 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AL,52632,Starlink-3995 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052V,52617,Starlink-3996 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AE,52626,Starlink-3990 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052Z,52621,Starlink-3984 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052W,52618,Starlink-3983 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052N,52610,Starlink-3998 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052H,52605,Starlink-4000 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AG,52628,Starlink-4001 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052S,52614,Starlink-3982 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AA,52622,Starlink-4008 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AD,52625,Starlink-3988 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AC,52624,Starlink-4009 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052M,52609,Starlink-3997 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052Q,52612,Starlink-4002 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AP,52635,Starlink-3978 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AQ,52636,Starlink-3967 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052BC,52648,Starlink-3854 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052BD,52649,Starlink-3868 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052BA,52646,Starlink-3832 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052BE,52650,Starlink-3891 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052R,52613,Starlink-3921 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052J,52606,Starlink-3928 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052X,52619,Starlink-3741 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AS,52638,Starlink-3941 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052BB,52647,Starlink-3846 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AT,52639,Starlink-3968 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052K,52607,Starlink-3947 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
2022-05-14,"(28.478816053592052, -80.57606021672525)",2022-052AK,52631,Starlink-3794 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-14,51,24.2,0.5,4.0,16.7,34.6,48,76,Lluvia ligera,2022,2022
